customerID,Churn,customer_gender,customer_SeniorCitizen,customer_Partner,customer_Dependents,customer_tenure,account_Contract,account_PaperlessBilling,account_PaymentMethod,account_Charges.Monthly,account_Charges.Total,tipo_de_servicio,valor
4817-QRJSX,Yes,Female,0,No,No,10,Month-to-month,Yes,Credit card (automatic),81.0,818.05,internet_OnlineBackup,Yes
4817-VYYWS,Yes,Female,0,No,No,30,Month-to-month,Yes,Electronic check,100.2,2983.8,internet_OnlineBackup,Yes
4818-DRBQT,Yes,Male,0,Yes,No,29,Month-to-month,Yes,Bank transfer (automatic),80.15,2265.25,internet_OnlineBackup,Yes
4818-QIUFN,Yes,Female,1,No,No,20,Month-to-month,Yes,Electronic check,79.15,1520.9,internet_OnlineBackup,Yes
4822-NGOCH,Yes,Female,0,No,No,13,Month-to-month,Yes,Electronic check,84.45,1058.6,internet_OnlineBackup,Yes
4822-RVYBB,Yes,Male,1,No,No,8,Month-to-month,Yes,Electronic check,100.6,819.4,internet_OnlineBackup,Yes
4822-YCXMX,Yes,Male,0,No,No,25,Month-to-month,Yes,Electronic check,84.8,2043.45,internet_OnlineBackup,Yes
4826-XTSOH,Yes,Male,1,Yes,No,1,Month-to-month,Yes,Electronic check,86.05,86.05,internet_OnlineBackup,Yes
4829-AUOAX,Yes,Female,0,No,No,46,Month-to-month,No,Bank transfer (automatic),96.05,4399.5,internet_OnlineBackup,Yes
4831-EOBFE,Yes,Male,0,Yes,Yes,29,Month-to-month,No,Credit card (automatic),94.65,2649.15,internet_OnlineBackup,Yes
4844-JJWUY,Yes,Female,1,No,No,1,Month-to-month,Yes,Electronic check,86.0,86.0,internet_OnlineBackup,Yes
4846-WHAFZ,Yes,Female,1,Yes,No,37,Month-to-month,Yes,Electronic check,76.5,2868.15,internet_OnlineBackup,Yes
4847-QNOKA,Yes,Female,0,No,No,1,Month-to-month,Yes,Bank transfer (automatic),44.9,44.9,internet_OnlineBackup,Yes
4853-RULSV,Yes,Male,0,No,No,70,Two year,Yes,Credit card (automatic),104.0,7250.15,internet_OnlineBackup,Yes
4855-SNKMY,Yes,Female,0,No,No,1,Month-to-month,Yes,Electronic check,44.1,44.1,internet_OnlineBackup,Yes
4871-JTKJF,Yes,Female,1,No,No,1,Month-to-month,Yes,Electronic check,69.65,69.65,internet_OnlineBackup,Yes
4873-ILOLJ,Yes,Male,0,No,No,24,Month-to-month,Yes,Electronic check,90.35,2238.5,internet_OnlineBackup,Yes
4883-QICIH,Yes,Male,0,Yes,Yes,32,Month-to-month,Yes,Bank transfer (automatic),69.75,2347.9,internet_OnlineBackup,Yes
4902-OHLSK,Yes,Female,1,No,No,29,Month-to-month,No,Electronic check,98.65,2862.75,internet_OnlineBackup,Yes
4905-JEFDW,Yes,Male,0,No,No,11,One year,Yes,Electronic check,41.6,470.6,internet_OnlineBackup,Yes
4910-AQFFX,Yes,Male,0,Yes,Yes,9,Month-to-month,Yes,Bank transfer (automatic),79.35,661.25,internet_OnlineBackup,Yes
4910-GMJOT,Yes,Female,0,No,No,1,Month-to-month,Yes,Electronic check,94.6,94.6,internet_OnlineBackup,Yes
4911-BANWH,Yes,Female,0,No,Yes,31,Month-to-month,Yes,Credit card (automatic),86.55,2697.4,internet_OnlineBackup,Yes
4913-EHYUI,Yes,Male,1,Yes,Yes,56,One year,Yes,Bank transfer (automatic),104.55,5794.65,internet_OnlineBackup,Yes
4918-QLLIW,Yes,Male,0,No,No,3,Month-to-month,No,Credit card (automatic),53.4,188.7,internet_OnlineBackup,Yes
4919-IKATY,Yes,Male,0,Yes,Yes,5,Month-to-month,Yes,Electronic check,84.5,453.75,internet_OnlineBackup,Yes
4919-MOAVT,Yes,Male,0,No,Yes,3,Month-to-month,No,Electronic check,69.65,220.1,internet_OnlineBackup,Yes
4925-LMHOK,Yes,Male,0,No,No,15,Month-to-month,Yes,Credit card (automatic),58.6,939.7,internet_OnlineBackup,Yes
4929-BSTRX,Yes,Female,0,No,No,1,Month-to-month,Yes,Mailed check,53.55,53.55,internet_OnlineBackup,Yes
4951-UKAAQ,Yes,Female,0,No,No,4,Month-to-month,Yes,Electronic check,88.95,355.2,internet_OnlineBackup,Yes
4952-YSOGZ,Yes,Female,0,Yes,Yes,4,Month-to-month,Yes,Electronic check,85.95,381.3,internet_OnlineBackup,Yes
4958-GZWIY,Yes,Male,0,Yes,Yes,7,Month-to-month,No,Electronic check,48.7,340.25,internet_OnlineBackup,Yes
4958-XCBDQ,Yes,Male,1,No,No,35,Month-to-month,Yes,Electronic check,101.4,3496.3,internet_OnlineBackup,Yes
4959-JOSRX,Yes,Female,0,Yes,No,2,Month-to-month,Yes,Credit card (automatic),44.6,80.55,internet_OnlineBackup,Yes
4971-PUYQO,Yes,Female,0,No,No,27,Month-to-month,Yes,Mailed check,94.55,2724.6,internet_OnlineBackup,Yes
4988-IQIGL,Yes,Male,1,No,No,1,Month-to-month,Yes,Electronic check,75.35,75.35,internet_OnlineBackup,Yes
5013-SBUIH,Yes,Female,0,No,No,50,Two year,Yes,Electronic check,109.65,5551.15,internet_OnlineBackup,Yes
5016-ETTFF,Yes,Male,0,No,No,10,Month-to-month,No,Mailed check,29.5,255.25,internet_OnlineBackup,Yes
5020-ZSTTY,Yes,Female,1,No,No,54,One year,No,Bank transfer (automatic),82.45,4350.1,internet_OnlineBackup,Yes
5027-QPKTE,Yes,Male,0,Yes,No,7,Month-to-month,Yes,Electronic check,69.35,451.1,internet_OnlineBackup,Yes
5027-XWQHA,Yes,Male,0,No,No,6,Month-to-month,No,Electronic check,44.75,270.95,internet_OnlineBackup,Yes
5028-GZLDO,Yes,Male,0,No,No,2,Month-to-month,No,Credit card (automatic),70.7,140.7,internet_OnlineBackup,Yes
5047-LHVLY,Yes,Male,1,No,Yes,1,Month-to-month,Yes,Mailed check,50.15,50.15,internet_OnlineBackup,Yes
5052-PNLOS,Yes,Male,0,No,No,3,Month-to-month,Yes,Bank transfer (automatic),105.35,323.25,internet_OnlineBackup,Yes
5054-IEXZT,Yes,Male,0,No,Yes,1,Month-to-month,Yes,Electronic check,75.35,75.35,internet_OnlineBackup,Yes
5057-LCOUI,Yes,Female,0,No,No,39,Month-to-month,Yes,Electronic check,50.75,2011.4,internet_OnlineBackup,Yes
5073-WXOYN,Yes,Female,0,No,No,60,Month-to-month,Yes,Electronic check,50.8,3027.4,internet_OnlineBackup,Yes
5077-DXTCG,Yes,Female,0,No,No,1,Month-to-month,Yes,Electronic check,45.3,45.3,internet_OnlineBackup,Yes
5087-SUURX,Yes,Female,0,Yes,No,18,Month-to-month,Yes,Electronic check,39.05,669.85,internet_OnlineBackup,Yes
5089-IFSDP,Yes,Female,0,Yes,No,58,Two year,Yes,Bank transfer (automatic),109.45,6144.55,internet_OnlineBackup,Yes
5095-AESKG,Yes,Female,0,Yes,No,3,Month-to-month,Yes,Credit card (automatic),91.5,242.95,internet_OnlineBackup,Yes
5099-BAILX,Yes,Male,1,Yes,Yes,43,Month-to-month,Yes,Bank transfer (automatic),110.75,4687.9,internet_OnlineBackup,Yes
5103-MHMHY,Yes,Female,0,No,Yes,1,Month-to-month,No,Mailed check,45.95,45.95,internet_OnlineBackup,Yes
5108-ADXWO,Yes,Male,0,No,No,11,Month-to-month,Yes,Electronic check,73.5,791.75,internet_OnlineBackup,Yes
5130-IEKQT,Yes,Male,1,No,No,25,Month-to-month,No,Mailed check,105.95,2655.25,internet_OnlineBackup,Yes
5134-IKDAY,Yes,Female,0,Yes,Yes,1,Month-to-month,Yes,Electronic check,69.8,69.8,internet_OnlineBackup,Yes
5136-KCKGI,Yes,Female,0,Yes,Yes,33,One year,Yes,Mailed check,103.7,3467.0,internet_OnlineBackup,Yes
5138-WVKYJ,Yes,Male,0,No,No,10,Month-to-month,No,Electronic check,98.55,1008.55,internet_OnlineBackup,Yes
5143-EGQFK,Yes,Female,1,No,No,10,Month-to-month,Yes,Electronic check,29.65,291.4,internet_OnlineBackup,Yes
5154-VEKBL,Yes,Female,0,No,No,9,Month-to-month,No,Mailed check,58.5,539.85,internet_OnlineBackup,Yes
5159-YFPKQ,Yes,Female,0,No,No,2,Month-to-month,Yes,Electronic check,75.8,160.75,internet_OnlineBackup,Yes
5167-GBFRE,Yes,Male,1,No,No,4,Month-to-month,Yes,Bank transfer (automatic),25.2,102.5,internet_OnlineBackup,Yes
5167-ZFFMM,Yes,Male,0,No,No,1,Month-to-month,Yes,Credit card (automatic),90.85,90.85,internet_OnlineBackup,Yes
5174-RNGBH,Yes,Female,0,No,No,9,Month-to-month,No,Mailed check,66.25,620.55,internet_OnlineBackup,Yes
5175-AOBHI,Yes,Female,0,No,No,4,Month-to-month,Yes,Mailed check,46.0,193.6,internet_OnlineBackup,Yes
5178-LMXOP,Yes,Male,1,Yes,No,1,Month-to-month,Yes,Electronic check,95.1,95.1,internet_OnlineBackup,Yes
5180-UCIIQ,Yes,Male,1,Yes,Yes,22,Month-to-month,No,Mailed check,40.05,880.2,internet_OnlineBackup,Yes
5186-SAMNZ,Yes,Male,1,No,No,1,Month-to-month,Yes,Bank transfer (automatic),69.5,69.5,internet_OnlineBackup,Yes
5192-EBGOV,Yes,Female,1,No,No,1,Month-to-month,Yes,Electronic check,85.7,85.7,internet_OnlineBackup,Yes
5196-SGOAK,Yes,Female,0,No,No,1,Month-to-month,Yes,Electronic check,75.7,75.7,internet_OnlineBackup,Yes
5202-IVJNU,Yes,Female,0,No,Yes,39,Month-to-month,No,Credit card (automatic),30.1,1131.3,internet_OnlineBackup,Yes
5204-QZXPU,Yes,Male,0,No,No,19,Month-to-month,Yes,Electronic check,39.65,733.35,internet_OnlineBackup,Yes
5208-HFSBT,Yes,Female,0,No,No,2,Month-to-month,Yes,Credit card (automatic),55.05,102.75,internet_OnlineBackup,Yes
5219-YIPTK,Yes,Female,0,Yes,No,33,Month-to-month,Yes,Electronic check,104.4,3409.6,internet_OnlineBackup,Yes
5228-EXCET,Yes,Male,0,No,No,13,Month-to-month,Yes,Electronic check,80.85,1008.7,internet_OnlineBackup,Yes
5229-PRWKT,Yes,Male,0,No,No,8,Month-to-month,Yes,Electronic check,86.55,649.65,internet_OnlineBackup,Yes
5233-GEEAX,Yes,Male,1,No,No,8,Month-to-month,Yes,Electronic check,29.4,221.9,internet_OnlineBackup,Yes
5236-PERKL,Yes,Female,0,No,No,57,Two year,Yes,Bank transfer (automatic),112.95,6465.0,internet_OnlineBackup,Yes
5240-IJOQT,Yes,Male,1,No,No,1,Month-to-month,Yes,Electronic check,74.7,74.7,internet_OnlineBackup,Yes
5244-IRFIH,Yes,Male,1,Yes,No,33,Month-to-month,Yes,Electronic check,94.5,3105.55,internet_OnlineBackup,Yes
5261-QSHQM,Yes,Female,0,No,No,4,Month-to-month,Yes,Electronic check,24.45,86.6,internet_OnlineBackup,Yes
5271-YNWVR,Yes,Male,0,Yes,Yes,68,Two year,Yes,Electronic check,113.15,7856.0,internet_OnlineBackup,Yes
5275-SQEIZ,Yes,Male,0,No,No,1,Month-to-month,Yes,Mailed check,80.85,80.85,internet_OnlineBackup,Yes
5276-KQWHG,Yes,Female,1,No,No,2,Month-to-month,Yes,Electronic check,69.6,131.65,internet_OnlineBackup,Yes
5277-ZLOOR,Yes,Female,1,No,No,2,Month-to-month,Yes,Electronic check,85.55,187.45,internet_OnlineBackup,Yes
5281-BUZGT,Yes,Male,1,No,No,36,Month-to-month,Yes,Electronic check,90.85,3186.7,internet_OnlineBackup,Yes
5287-QWLKY,Yes,Male,1,Yes,Yes,71,Month-to-month,Yes,Credit card (automatic),105.1,7548.1,internet_OnlineBackup,Yes
5293-WXJAK,Yes,Female,1,Yes,No,11,Month-to-month,Yes,Bank transfer (automatic),104.05,1133.65,internet_OnlineBackup,Yes
5294-CDGWY,Yes,Male,0,Yes,Yes,51,One year,No,Electronic check,59.3,3014.65,internet_OnlineBackup,Yes
5295-PCJOO,Yes,Male,0,No,Yes,4,Month-to-month,Yes,Electronic check,49.4,184.4,internet_OnlineBackup,Yes
5299-RULOA,Yes,Female,0,Yes,Yes,10,Month-to-month,Yes,Electronic check,100.25,1064.65,internet_OnlineBackup,Yes
5299-SJCZT,Yes,Male,0,No,No,3,Month-to-month,Yes,Bank transfer (automatic),101.55,298.35,internet_OnlineBackup,Yes
5301-GAUUY,Yes,Male,0,No,No,32,Month-to-month,Yes,Bank transfer (automatic),80.35,2596.15,internet_OnlineBackup,Yes
5307-DZCVC,Yes,Female,1,Yes,No,32,Month-to-month,Yes,Credit card (automatic),85.95,2628.6,internet_OnlineBackup,Yes
5318-IXUZF,Yes,Female,0,No,No,2,Month-to-month,Yes,Bank transfer (automatic),87.15,183.75,internet_OnlineBackup,Yes
5349-IECLD,Yes,Male,0,No,No,2,Month-to-month,No,Electronic check,94.95,178.1,internet_OnlineBackup,Yes
5357-TZHPP,Yes,Male,1,No,No,9,Month-to-month,Yes,Credit card (automatic),84.4,732.5,internet_OnlineBackup,Yes
5364-EVNIB,Yes,Male,0,No,No,13,Month-to-month,Yes,Electronic check,79.8,973.45,internet_OnlineBackup,Yes
5364-XYIRR,Yes,Male,0,Yes,No,51,Month-to-month,Yes,Electronic check,94.65,4812.75,internet_OnlineBackup,Yes
5366-IJEQJ,Yes,Male,0,No,No,20,Month-to-month,Yes,Electronic check,88.7,1761.45,internet_OnlineBackup,Yes
5373-SFODM,Yes,Male,1,Yes,No,36,Month-to-month,Yes,Credit card (automatic),85.25,3132.75,internet_OnlineBackup,Yes
5376-DEQCP,Yes,Female,0,No,No,1,Month-to-month,Yes,Electronic check,70.6,70.6,internet_OnlineBackup,Yes
5378-IKEEG,Yes,Female,0,No,No,1,Month-to-month,Yes,Electronic check,35.75,35.75,internet_OnlineBackup,Yes
5380-AFSSK,Yes,Female,0,No,No,5,Month-to-month,Yes,Mailed check,93.9,486.85,internet_OnlineBackup,Yes
5380-WJKOV,Yes,Male,0,No,No,34,Month-to-month,Yes,Electronic check,106.35,3549.25,internet_OnlineBackup,Yes
5383-MMTWC,Yes,Female,1,Yes,No,8,Month-to-month,Yes,Electronic check,84.0,613.4,internet_OnlineBackup,Yes
5385-SUIRI,Yes,Male,1,Yes,No,52,Month-to-month,Yes,Electronic check,104.2,5568.35,internet_OnlineBackup,Yes
5389-FFVKB,Yes,Male,1,Yes,No,32,Month-to-month,Yes,Credit card (automatic),80.3,2483.05,internet_OnlineBackup,Yes
5393-RXQSZ,Yes,Male,0,No,No,1,Month-to-month,No,Electronic check,79.6,79.6,internet_OnlineBackup,Yes
5394-SVGJV,Yes,Male,0,No,No,37,Month-to-month,No,Bank transfer (automatic),98.8,3475.55,internet_OnlineBackup,Yes
5419-CONWX,Yes,Female,1,No,No,4,Month-to-month,Yes,Credit card (automatic),99.8,442.85,internet_OnlineBackup,Yes
5419-JPRRN,Yes,Male,0,No,No,1,Month-to-month,Yes,Electronic check,101.45,101.45,internet_OnlineBackup,Yes
5419-KLXBN,Yes,Female,0,Yes,Yes,25,Month-to-month,Yes,Bank transfer (automatic),89.15,2257.75,internet_OnlineBackup,Yes
5440-FLBQG,Yes,Male,1,Yes,No,69,Two year,Yes,Bank transfer (automatic),108.4,7318.2,internet_OnlineBackup,Yes
5442-UTCVD,Yes,Male,0,No,Yes,3,Month-to-month,No,Electronic check,91.85,257.05,internet_OnlineBackup,Yes
5442-XSDCW,Yes,Male,0,Yes,Yes,11,Month-to-month,Yes,Bank transfer (automatic),79.5,868.5,internet_OnlineBackup,Yes
5445-PZWGX,Yes,Male,0,No,No,62,One year,No,Electronic check,102.0,6529.25,internet_OnlineBackup,Yes
5445-UTODQ,Yes,Female,0,Yes,No,7,Month-to-month,Yes,Electronic check,81.1,576.65,internet_OnlineBackup,Yes
5449-FIBXJ,Yes,Male,0,Yes,Yes,19,Month-to-month,No,Electronic check,103.3,2012.7,internet_OnlineBackup,Yes
5458-CQJTA,Yes,Male,0,Yes,Yes,65,Two year,Yes,Bank transfer (automatic),74.8,4820.15,internet_OnlineBackup,Yes
5469-CTCWN,Yes,Male,0,Yes,Yes,61,One year,Yes,Electronic check,106.0,6547.7,internet_OnlineBackup,Yes
5480-HPRRX,Yes,Female,1,No,No,3,Month-to-month,No,Electronic check,25.3,77.75,internet_OnlineBackup,Yes
5480-TBGPH,Yes,Female,0,Yes,No,24,Month-to-month,Yes,Credit card (automatic),99.3,2431.35,internet_OnlineBackup,Yes
5482-NUPNA,Yes,Female,0,No,No,4,Month-to-month,Yes,Mailed check,60.4,272.15,internet_OnlineBackup,Yes
5482-PLVPE,Yes,Female,1,No,No,2,Month-to-month,No,Electronic check,24.35,41.85,internet_OnlineBackup,Yes
5485-WUYWF,Yes,Male,1,No,No,2,Month-to-month,No,Bank transfer (automatic),66.4,94.55,internet_OnlineBackup,Yes
5493-SDRDQ,Yes,Male,0,No,No,2,Month-to-month,Yes,Mailed check,55.1,113.35,internet_OnlineBackup,Yes
5494-HECPR,Yes,Female,0,No,No,1,Month-to-month,Yes,Electronic check,80.25,80.25,internet_OnlineBackup,Yes
5498-TXHLF,Yes,Female,0,Yes,Yes,34,Month-to-month,No,Electronic check,87.45,2874.15,internet_OnlineBackup,Yes
5502-RLUYV,Yes,Female,0,Yes,Yes,69,Month-to-month,Yes,Electronic check,103.95,7446.9,internet_OnlineBackup,Yes
5515-AKOAJ,Yes,Female,0,No,No,54,Month-to-month,Yes,Electronic check,100.1,5440.9,internet_OnlineBackup,Yes
5519-NPHVG,Yes,Female,0,No,No,12,Month-to-month,Yes,Electronic check,94.2,1046.1,internet_OnlineBackup,Yes
5519-YLDGW,Yes,Female,0,Yes,No,21,Month-to-month,Yes,Electronic check,103.9,2254.2,internet_OnlineBackup,Yes
5520-FVEWJ,Yes,Female,0,Yes,Yes,12,Month-to-month,Yes,Electronic check,84.5,916.9,internet_OnlineBackup,Yes
5536-RTPWK,Yes,Male,0,Yes,No,49,Month-to-month,Yes,Bank transfer (automatic),99.05,4853.75,internet_OnlineBackup,Yes
5536-SLHPM,Yes,Female,0,Yes,No,55,Month-to-month,Yes,Electronic check,77.75,4458.15,internet_OnlineBackup,Yes
5539-TMZLF,Yes,Male,1,No,No,1,Month-to-month,Yes,Electronic check,69.75,69.75,internet_OnlineBackup,Yes
5550-VFRLC,Yes,Female,1,No,No,1,Month-to-month,Yes,Electronic check,69.85,69.85,internet_OnlineBackup,Yes
5552-ZNFSJ,Yes,Male,0,No,No,1,Month-to-month,No,Electronic check,45.3,45.3,internet_OnlineBackup,Yes
5561-NWEVX,Yes,Female,1,Yes,No,2,Month-to-month,No,Electronic check,79.2,172.85,internet_OnlineBackup,Yes
5564-NEMQO,Yes,Female,1,No,No,1,Month-to-month,Yes,Bank transfer (automatic),75.3,75.3,internet_OnlineBackup,Yes
5565-FILXA,Yes,Female,1,No,No,16,Month-to-month,Yes,Electronic check,96.15,1529.2,internet_OnlineBackup,Yes
5567-WSELE,Yes,Male,1,Yes,No,3,Month-to-month,Yes,Electronic check,94.6,279.55,internet_OnlineBackup,Yes
5569-KGJHX,Yes,Female,0,Yes,Yes,9,Month-to-month,Yes,Bank transfer (automatic),85.35,754.65,internet_OnlineBackup,Yes
5569-OUICF,Yes,Female,1,Yes,No,28,Month-to-month,Yes,Credit card (automatic),101.3,2812.2,internet_OnlineBackup,Yes
5570-PTWEH,Yes,Female,0,Yes,No,3,Month-to-month,Yes,Credit card (automatic),75.15,216.75,internet_OnlineBackup,Yes
5572-ZDXHY,Yes,Female,0,No,No,22,Month-to-month,Yes,Mailed check,84.3,1855.65,internet_OnlineBackup,Yes
5583-SXDAG,Yes,Male,0,Yes,No,1,Month-to-month,No,Electronic check,70.0,70.0,internet_OnlineBackup,Yes
5590-BYNII,Yes,Male,0,No,No,22,Month-to-month,Yes,Electronic check,100.75,2095.0,internet_OnlineBackup,Yes
5590-YRFJT,Yes,Female,0,Yes,No,20,Month-to-month,Yes,Electronic check,24.45,482.8,internet_OnlineBackup,Yes
5597-GLBUC,Yes,Female,0,No,No,1,Month-to-month,Yes,Electronic check,85.45,85.45,internet_OnlineBackup,Yes
5609-CEBID,Yes,Female,1,No,No,20,Month-to-month,Yes,Electronic check,94.1,1782.4,internet_OnlineBackup,Yes
5644-PDMZC,Yes,Female,1,No,No,2,Month-to-month,No,Electronic check,89.5,161.5,internet_OnlineBackup,Yes
5649-ANRML,Yes,Male,1,No,No,2,Month-to-month,Yes,Credit card (automatic),95.1,180.25,internet_OnlineBackup,Yes
5649-TJHOV,Yes,Male,1,Yes,No,27,Month-to-month,No,Bank transfer (automatic),36.5,1032.0,internet_OnlineBackup,Yes
5649-VUKMC,Yes,Female,0,No,No,12,One year,No,Mailed check,95.5,1115.15,internet_OnlineBackup,Yes
5650-VDUDS,Yes,Female,0,No,No,4,Month-to-month,Yes,Mailed check,24.25,96.05,internet_OnlineBackup,Yes
5655-JSMZM,Yes,Male,1,No,No,49,Month-to-month,Yes,Electronic check,96.2,4718.25,internet_OnlineBackup,Yes
5669-SRAIP,Yes,Female,0,No,No,5,Month-to-month,No,Electronic check,39.5,210.75,internet_OnlineBackup,Yes
5673-FSSMF,Yes,Female,0,No,No,1,Month-to-month,Yes,Electronic check,60.15,60.15,internet_OnlineBackup,Yes
5673-TIYIB,Yes,Male,0,No,No,2,Month-to-month,Yes,Credit card (automatic),40.4,77.15,internet_OnlineBackup,Yes
5685-IIXLY,Yes,Female,0,Yes,Yes,5,Month-to-month,Yes,Electronic check,83.6,404.2,internet_OnlineBackup,Yes
5692-FPTAH,Yes,Female,0,No,No,1,Month-to-month,Yes,Mailed check,45.4,45.4,internet_OnlineBackup,Yes
5696-QURRL,Yes,Male,0,No,No,1,Month-to-month,Yes,Mailed check,45.05,45.05,internet_OnlineBackup,Yes
5698-BQJOH,Yes,Female,0,No,No,9,Month-to-month,No,Electronic check,94.4,857.25,internet_OnlineBackup,Yes
5707-ORNDZ,Yes,Male,1,No,No,9,Month-to-month,No,Electronic check,54.55,494.05,internet_OnlineBackup,Yes
5708-EVONK,Yes,Female,0,Yes,Yes,58,Month-to-month,Yes,Bank transfer (automatic),93.4,5435.6,internet_OnlineBackup,Yes
5712-PTIWW,Yes,Male,0,No,No,2,Month-to-month,Yes,Electronic check,79.85,152.45,internet_OnlineBackup,Yes
5729-KLZAR,Yes,Female,0,Yes,Yes,4,Month-to-month,No,Electronic check,80.85,302.75,internet_OnlineBackup,Yes
5747-PMBSQ,Yes,Male,1,Yes,No,10,Month-to-month,Yes,Mailed check,92.5,934.1,internet_OnlineBackup,Yes
5748-RNCJT,Yes,Male,0,No,No,69,Two year,Yes,Bank transfer (automatic),106.5,7348.8,internet_OnlineBackup,Yes
5759-RCVCB,Yes,Female,0,No,No,3,Month-to-month,No,Credit card (automatic),35.2,108.95,internet_OnlineBackup,Yes
5766-XQXMQ,Yes,Female,0,No,No,29,Month-to-month,Yes,Bank transfer (automatic),68.85,1970.5,internet_OnlineBackup,Yes
5797-APWZC,Yes,Female,0,No,No,1,Month-to-month,No,Electronic check,90.6,90.6,internet_OnlineBackup,Yes
5804-LEPIM,Yes,Female,1,No,No,2,Month-to-month,Yes,Electronic check,70.35,139.05,internet_OnlineBackup,Yes
5813-UECBU,Yes,Male,1,No,No,33,Month-to-month,Yes,Credit card (automatic),83.85,2716.3,internet_OnlineBackup,Yes
5828-AVIPD,Yes,Male,0,Yes,Yes,19,One year,Yes,Electronic check,100.95,1875.55,internet_OnlineBackup,Yes
5832-XKAES,Yes,Male,0,No,No,2,Month-to-month,Yes,Credit card (automatic),69.8,134.7,internet_OnlineBackup,Yes
5834-ASPWA,Yes,Male,0,No,No,1,Month-to-month,Yes,Electronic check,75.45,75.45,internet_OnlineBackup,Yes
5835-BEQEU,Yes,Male,0,No,No,3,Month-to-month,Yes,Electronic check,76.95,228.4,internet_OnlineBackup,Yes
5842-POCOP,Yes,Female,0,Yes,No,5,Month-to-month,Yes,Mailed check,88.9,454.15,internet_OnlineBackup,Yes
5868-CZJDR,Yes,Male,0,No,Yes,1,Month-to-month,Yes,Mailed check,31.35,31.35,internet_OnlineBackup,Yes
5868-YWPDW,Yes,Male,1,Yes,No,6,Month-to-month,Yes,Electronic check,84.2,519.15,internet_OnlineBackup,Yes
5875-YPQFJ,Yes,Male,0,No,No,1,Month-to-month,Yes,Electronic check,69.9,69.9,internet_OnlineBackup,Yes
5876-HZVZM,Yes,Female,0,Yes,Yes,6,Month-to-month,No,Credit card (automatic),55.9,365.35,internet_OnlineBackup,Yes
5883-GTGVD,Yes,Male,0,No,No,19,Month-to-month,Yes,Electronic check,99.95,1931.75,internet_OnlineBackup,Yes
5884-GCYMI,Yes,Male,0,No,No,1,Month-to-month,No,Mailed check,69.4,69.4,internet_OnlineBackup,Yes
5889-JTMUL,Yes,Female,1,Yes,No,50,Month-to-month,Yes,Electronic check,95.05,4888.7,internet_OnlineBackup,Yes
5889-LFOLL,Yes,Female,0,No,No,13,Month-to-month,Yes,Electronic check,84.6,1115.2,internet_OnlineBackup,Yes
5896-NPFWW,Yes,Male,0,Yes,Yes,3,Month-to-month,Yes,Electronic check,50.15,168.15,internet_OnlineBackup,Yes
5899-MQZZL,Yes,Female,0,No,No,13,Month-to-month,Yes,Mailed check,75.0,999.45,internet_OnlineBackup,Yes
5906-CVLHP,Yes,Female,0,Yes,Yes,45,One year,Yes,Credit card (automatic),54.15,2319.8,internet_OnlineBackup,Yes
5908-QMGOE,Yes,Male,1,No,No,15,Month-to-month,Yes,Credit card (automatic),74.2,1133.9,internet_OnlineBackup,Yes
5909-ECHUI,Yes,Female,0,No,No,1,Month-to-month,Yes,Electronic check,56.25,56.25,internet_OnlineBackup,Yes
5914-DVBWJ,Yes,Female,1,No,No,18,Month-to-month,Yes,Electronic check,85.45,1505.85,internet_OnlineBackup,Yes
5919-TMRGD,Yes,Female,0,No,Yes,1,Month-to-month,Yes,Electronic check,79.35,79.35,internet_OnlineBackup,Yes
5922-ABDVO,Yes,Female,0,Yes,No,19,Month-to-month,No,Mailed check,89.65,1761.05,internet_OnlineBackup,Yes
5923-GXUOC,Yes,Male,0,No,No,10,Month-to-month,Yes,Electronic check,104.4,1081.45,internet_OnlineBackup,Yes
5931-FLJJF,Yes,Male,1,Yes,No,7,Month-to-month,Yes,Mailed check,70.1,467.55,internet_OnlineBackup,Yes
5940-AHUHD,Yes,Male,0,No,No,1,Month-to-month,No,Mailed check,70.6,70.6,internet_OnlineBackup,Yes
5940-NFXKV,Yes,Male,0,Yes,Yes,19,Month-to-month,Yes,Electronic check,83.65,1465.75,internet_OnlineBackup,Yes
5949-EBSQK,Yes,Male,0,Yes,Yes,4,Month-to-month,No,Credit card (automatic),61.45,229.55,internet_OnlineBackup,Yes
5949-XIKAE,Yes,Female,0,Yes,Yes,8,Month-to-month,Yes,Electronic check,83.55,680.05,internet_OnlineBackup,Yes
5955-ERIHD,Yes,Male,0,Yes,No,18,Month-to-month,Yes,Electronic check,94.7,1687.95,internet_OnlineBackup,Yes
5956-VKDTT,Yes,Female,1,Yes,No,5,Month-to-month,Yes,Electronic check,74.35,334.8,internet_OnlineBackup,Yes
5959-BELXA,Yes,Male,1,No,No,32,Month-to-month,Yes,Credit card (automatic),96.15,3019.25,internet_OnlineBackup,Yes
5960-WPXQM,Yes,Male,0,No,No,1,Month-to-month,Yes,Electronic check,79.05,79.05,internet_OnlineBackup,Yes
5976-JCJRH,Yes,Male,0,Yes,No,10,Month-to-month,Yes,Electronic check,70.3,738.2,internet_OnlineBackup,Yes
5980-NOPLP,Yes,Female,0,Yes,No,44,Month-to-month,Yes,Electronic check,96.1,4364.1,internet_OnlineBackup,Yes
5981-ITEMU,Yes,Male,0,Yes,No,40,Month-to-month,Yes,Bank transfer (automatic),97.1,3706.95,internet_OnlineBackup,Yes
